2024.06.18 00:39:58 INFO  Started: Metals version 1.3.1 in folders 'C:\Users\irushi weerasinghe\Desktop\Practical01\diskArea' for client Visual Studio Code 1.90.1.
2024.06.18 00:45:35 INFO  compiling diskarea_f4dd477a3a (1 scala source)
2024.06.18 00:45:36 INFO  time: compiled diskArea_f4dd477a3a in 1.4s
2024.06.18 00:45:41 INFO  compiling diskarea_f4dd477a3a (1 scala source)
2024.06.18 00:45:41 INFO  time: compiled diskArea_f4dd477a3a in 0.19s
2024.06.18 00:45:47 INFO  compiling diskarea_f4dd477a3a (1 scala source)
2024.06.18 00:45:47 INFO  time: compiled diskArea_f4dd477a3a in 0.14s
2024.06.18 00:45:56 INFO  compiling diskarea_f4dd477a3a (1 scala source)
2024.06.18 00:45:56 INFO  time: compiled diskArea_f4dd477a3a in 0.15s
2024.06.18 00:45:58 INFO  compiling diskarea_f4dd477a3a (1 scala source)
2024.06.18 00:45:58 INFO  time: compiled diskArea_f4dd477a3a in 0.12s
2024.06.18 00:46:01 INFO  compiling diskarea_f4dd477a3a (1 scala source)
2024.06.18 00:46:01 INFO  time: compiled diskArea_f4dd477a3a in 0.14s
2024.06.18 00:46:05 INFO  compiling diskarea_f4dd477a3a (1 scala source)
2024.06.18 00:46:05 INFO  time: compiled diskArea_f4dd477a3a in 0.26s
2024.06.18 00:46:05 INFO  compiling diskarea_f4dd477a3a (1 scala source)
2024.06.18 00:46:06 INFO  time: compiled diskArea_f4dd477a3a in 0.11s
2024.06.18 00:46:10 INFO  compiling diskarea_f4dd477a3a (1 scala source)
2024.06.18 00:46:10 INFO  time: compiled diskArea_f4dd477a3a in 0.24s
2024.06.18 00:46:11 INFO  compiling diskarea_f4dd477a3a (1 scala source)
2024.06.18 00:46:11 INFO  time: compiled diskArea_f4dd477a3a in 0.12s
2024.06.18 00:46:14 INFO  compiling diskarea_f4dd477a3a (1 scala source)
2024.06.18 00:46:14 INFO  time: compiled diskArea_f4dd477a3a in 0.13s
2024.06.18 00:46:19 INFO  compiling diskarea_f4dd477a3a (1 scala source)
2024.06.18 00:46:19 INFO  time: compiled diskArea_f4dd477a3a in 0.9s
2024.06.18 00:46:22 INFO  compiling diskarea_f4dd477a3a (1 scala source)
2024.06.18 00:46:22 INFO  time: compiled diskArea_f4dd477a3a in 0.21s
2024.06.18 00:46:23 INFO  compiling diskarea_f4dd477a3a (1 scala source)
2024.06.18 00:46:23 INFO  time: compiled diskArea_f4dd477a3a in 0.59s
2024.06.18 00:46:33 INFO  compiling diskarea_f4dd477a3a (1 scala source)
2024.06.18 00:46:33 INFO  time: compiled diskArea_f4dd477a3a in 0.53s
2024.06.18 00:46:35 INFO  compiling diskarea_f4dd477a3a (1 scala source)
2024.06.18 00:46:35 INFO  time: compiled diskArea_f4dd477a3a in 0.6s
2024.06.18 00:47:37 INFO  compiling diskarea_f4dd477a3a (1 scala source)
2024.06.18 00:47:37 INFO  time: compiled diskArea_f4dd477a3a in 0.38s
2024.06.18 00:47:38 INFO  compiling diskarea_f4dd477a3a (1 scala source)
2024.06.18 00:47:38 INFO  time: compiled diskArea_f4dd477a3a in 0.5s
2024.06.18 00:47:41 ERROR Failed to tokenize input for semantic tokens for C:\Users\irushi weerasinghe\Desktop\Practical01\diskArea\diskArea.scala
scala.meta.tokenizers.TokenizeException: <input>:9: error: unclosed string literal
  println("Hell
          ^
	at scala.meta.internal.tokenizers.Reporter.syntaxError(Reporter.scala:23)
	at scala.meta.internal.tokenizers.Reporter.syntaxError$(Reporter.scala:23)
	at scala.meta.internal.tokenizers.Reporter$$anon$1.syntaxError(Reporter.scala:33)
	at scala.meta.internal.tokenizers.Reporter.syntaxError(Reporter.scala:25)
	at scala.meta.internal.tokenizers.Reporter.syntaxError$(Reporter.scala:25)
	at scala.meta.internal.tokenizers.Reporter$$anon$1.syntaxError(Reporter.scala:33)
	at scala.meta.internal.tokenizers.LegacyScanner.getStringLit(LegacyScanner.scala:560)
	at scala.meta.internal.tokenizers.LegacyScanner.fetchDoubleQuote$1(LegacyScanner.scala:379)
	at scala.meta.internal.tokenizers.LegacyScanner.fetchToken(LegacyScanner.scala:383)
	at scala.meta.internal.tokenizers.LegacyScanner.nextToken(LegacyScanner.scala:214)
	at scala.meta.internal.tokenizers.LegacyScanner.foreach(LegacyScanner.scala:982)
	at scala.meta.internal.tokenizers.ScalametaTokenizer.uncachedTokenize(ScalametaTokenizer.scala:23)
	at scala.meta.internal.tokenizers.ScalametaTokenizer.$anonfun$tokenize$1(ScalametaTokenizer.scala:16)
	at scala.collection.concurrent.TrieMap.getOrElseUpdate(TrieMap.scala:960)
	at scala.meta.internal.tokenizers.ScalametaTokenizer.tokenize(ScalametaTokenizer.scala:16)
	at scala.meta.internal.tokenizers.ScalametaTokenizer$$anon$2.apply(ScalametaTokenizer.scala:331)
	at scala.meta.tokenizers.Api$XtensionTokenizeDialectInput.tokenize(Api.scala:25)
	at scala.meta.tokenizers.Api$XtensionTokenizeInputLike.tokenize(Api.scala:14)
	at scala.meta.internal.metals.SemanticTokensProvider$.getTokens(SemanticTokensProvider.scala:28)
	at scala.meta.internal.metals.SemanticTokensProvider$.provide(SemanticTokensProvider.scala:89)
	at scala.meta.internal.metals.Compilers.$anonfun$semanticTokens$3(Compilers.scala:514)
	at scala.concurrent.impl.Promise$Transformation.run(Promise.scala:467)
	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1144)
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:642)
	at java.lang.Thread.run(Thread.java:1583)

2024.06.18 00:47:43 INFO  compiling diskarea_f4dd477a3a (1 scala source)
2024.06.18 00:47:43 INFO  time: compiled diskArea_f4dd477a3a in 0.31s
2024.06.18 00:47:49 INFO  compiling diskarea_f4dd477a3a (1 scala source)
2024.06.18 00:47:49 INFO  time: compiled diskArea_f4dd477a3a in 0.12s
2024.06.18 00:47:50 INFO  compiling diskarea_f4dd477a3a (1 scala source)
2024.06.18 00:47:50 INFO  time: compiled diskArea_f4dd477a3a in 0.13s
2024.06.18 00:47:53 INFO  compiling diskarea_f4dd477a3a (1 scala source)
2024.06.18 00:47:53 INFO  time: compiled diskArea_f4dd477a3a in 0.13s
2024.06.18 00:47:57 INFO  compiling diskarea_f4dd477a3a (1 scala source)
2024.06.18 00:47:57 INFO  time: compiled diskArea_f4dd477a3a in 0.34s
2024.06.18 00:48:02 INFO  compiling diskarea_f4dd477a3a (1 scala source)
2024.06.18 00:48:02 INFO  time: compiled diskArea_f4dd477a3a in 0.13s
2024.06.18 00:48:04 INFO  compiling diskarea_f4dd477a3a (1 scala source)
2024.06.18 00:48:04 INFO  time: compiled diskArea_f4dd477a3a in 0.19s
2024.06.18 00:48:06 INFO  compiling diskarea_f4dd477a3a (1 scala source)
2024.06.18 00:48:06 INFO  time: compiled diskArea_f4dd477a3a in 0.13s
2024.06.18 00:48:10 INFO  compiling diskarea_f4dd477a3a (1 scala source)
2024.06.18 00:48:10 INFO  time: compiled diskArea_f4dd477a3a in 0.19s
2024.06.18 00:48:11 INFO  compiling diskarea_f4dd477a3a (1 scala source)
2024.06.18 00:48:11 INFO  time: compiled diskArea_f4dd477a3a in 0.13s
2024.06.18 00:48:13 INFO  compiling diskarea_f4dd477a3a (1 scala source)
2024.06.18 00:48:13 INFO  time: compiled diskArea_f4dd477a3a in 0.3s
2024.06.18 00:48:28 INFO  compiling diskarea_f4dd477a3a (1 scala source)
2024.06.18 00:48:28 INFO  time: compiled diskArea_f4dd477a3a in 0.34s
2024.06.18 00:48:31 INFO  compiling diskarea_f4dd477a3a (1 scala source)
2024.06.18 00:48:31 INFO  time: compiled diskArea_f4dd477a3a in 0.17s
2024.06.18 00:48:34 INFO  compiling diskarea_f4dd477a3a (1 scala source)
2024.06.18 00:48:34 INFO  time: compiled diskArea_f4dd477a3a in 0.27s
2024.06.18 00:48:36 INFO  compiling diskarea_f4dd477a3a (1 scala source)
2024.06.18 00:48:36 INFO  time: compiled diskArea_f4dd477a3a in 0.28s
2024.06.18 00:48:43 INFO  compiling diskarea_f4dd477a3a (1 scala source)
2024.06.18 00:48:43 INFO  time: compiled diskArea_f4dd477a3a in 0.29s
2024.06.18 00:48:48 INFO  compiling diskarea_f4dd477a3a (1 scala source)
2024.06.18 00:48:48 INFO  time: compiled diskArea_f4dd477a3a in 0.26s
2024.06.18 00:48:54 INFO  compiling diskarea_f4dd477a3a (1 scala source)
2024.06.18 00:48:54 INFO  time: compiled diskArea_f4dd477a3a in 0.31s
2024.06.18 00:48:58 INFO  compiling diskarea_f4dd477a3a (1 scala source)
2024.06.18 00:48:58 INFO  time: compiled diskArea_f4dd477a3a in 0.29s
2024.06.18 00:49:01 INFO  compiling diskarea_f4dd477a3a (1 scala source)
2024.06.18 00:49:01 INFO  time: compiled diskArea_f4dd477a3a in 0.31s
2024.06.18 00:49:09 INFO  compiling diskarea_f4dd477a3a (1 scala source)
2024.06.18 00:49:09 INFO  time: compiled diskArea_f4dd477a3a in 0.29s
2024.06.18 00:49:12 INFO  compiling diskarea_f4dd477a3a (1 scala source)
2024.06.18 00:49:12 INFO  time: compiled diskArea_f4dd477a3a in 0.27s
2024.06.18 00:49:17 INFO  compiling diskarea_f4dd477a3a (1 scala source)
2024.06.18 00:49:17 INFO  time: compiled diskArea_f4dd477a3a in 0.26s
2024.06.18 00:50:02 INFO  no build target found for C:\Users\irushi weerasinghe\Desktop\Practical01\diskArea\Main.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.06.18 00:50:02 INFO  no build target found for C:\Users\irushi weerasinghe\Desktop\Practical01\diskArea\Main.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.06.18 00:50:02 INFO  Cancelling compilation on scala-cli server
2024.06.18 00:50:02 INFO  compiling diskarea_f4dd477a3a (1 scala source)
2024.06.18 00:50:02 INFO  time: compiled diskArea_f4dd477a3a in 0.74s
2024.06.18 00:50:03 INFO  time: Imported build in 0.89s
2024.06.18 00:50:04 INFO  no build target found for C:\Users\irushi weerasinghe\Desktop\Practical01\diskArea\Main.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.06.18 00:50:10 INFO  compiling diskarea_f4dd477a3a (1 scala source)
2024.06.18 00:50:10 INFO  time: compiled diskArea_f4dd477a3a in 0.32s
2024.06.18 00:50:12 INFO  time: indexed workspace in 9.17s
2024.06.18 00:50:13 INFO  compiling diskarea_f4dd477a3a (1 scala source)
2024.06.18 00:50:13 INFO  time: compiled diskArea_f4dd477a3a in 0.28s
2024.06.18 00:50:18 INFO  compiling diskarea_f4dd477a3a (1 scala source)
2024.06.18 00:50:18 INFO  time: compiled diskArea_f4dd477a3a in 0.15s
Jun 18, 2024 12:50:19 AM scala.meta.internal.mtags.SymbolIndexBucket addMtagsSourceFile
WARNING: Error indexing C:\Users\irushi weerasinghe\Desktop\Practical01\diskArea\diskArea.scala
java.nio.file.NoSuchFileException: C:\Users\irushi weerasinghe\Desktop\Practical01\diskArea\diskArea.scala
	at java.base/sun.nio.fs.WindowsException.translateToIOException(WindowsException.java:85)
	at java.base/sun.nio.fs.WindowsException.rethrowAsIOException(WindowsException.java:103)
	at java.base/sun.nio.fs.WindowsException.rethrowAsIOException(WindowsException.java:108)
	at java.base/sun.nio.fs.WindowsFileSystemProvider.newByteChannel(WindowsFileSystemProvider.java:234)
	at java.base/java.nio.file.Files.newByteChannel(Files.java:379)
	at java.base/java.nio.file.Files.newByteChannel(Files.java:431)
	at java.base/java.nio.file.Files.readAllBytes(Files.java:3268)
	at scala.meta.internal.io.PlatformFileIO$.slurp(PlatformFileIO.scala:45)
	at scala.meta.internal.io.FileIO$.slurp(FileIO.scala:24)
	at scala.meta.internal.mtags.ScalametaCommonEnrichments$XtensionAbsolutePath.toInput(ScalametaCommonEnrichments.scala:410)
	at scala.meta.internal.mtags.Mtags.index(Mtags.scala:96)
	at scala.meta.internal.mtags.Mtags.allSymbols(Mtags.scala:21)
	at scala.meta.internal.mtags.SymbolIndexBucket.allSymbols(SymbolIndexBucket.scala:279)
	at scala.meta.internal.mtags.SymbolIndexBucket.addMtagsSourceFile(SymbolIndexBucket.scala:290)
	at scala.meta.internal.mtags.SymbolIndexBucket.$anonfun$query0$1(SymbolIndexBucket.scala:205)
	at scala.meta.internal.mtags.SymbolIndexBucket.$anonfun$query0$1$adapted(SymbolIndexBucket.scala:205)
	at scala.collection.immutable.Set$Set2.foreach(Set.scala:210)
	at scala.meta.internal.mtags.SymbolIndexBucket.query0(SymbolIndexBucket.scala:205)
	at scala.meta.internal.mtags.SymbolIndexBucket.query(SymbolIndexBucket.scala:178)
	at scala.meta.internal.mtags.OnDemandSymbolIndex.$anonfun$findSymbolDefinition$1(OnDemandSymbolIndex.scala:159)
	at scala.collection.immutable.List.flatMap(List.scala:294)
	at scala.meta.internal.mtags.OnDemandSymbolIndex.findSymbolDefinition(OnDemandSymbolIndex.scala:159)
	at scala.meta.internal.mtags.OnDemandSymbolIndex.definition(OnDemandSymbolIndex.scala:48)
	at scala.meta.internal.metals.Docstrings.indexSymbol(Docstrings.scala:129)
	at scala.meta.internal.metals.Docstrings.documentation(Docstrings.scala:49)
	at scala.meta.internal.metals.MetalsSymbolSearch.documentation(MetalsSymbolSearch.scala:51)
	at scala.meta.internal.metals.MetalsSymbolSearch.documentation(MetalsSymbolSearch.scala:44)
	at dotty.tools.pc.utils.MtagsEnrichments$.symbolDocumentation(MtagsEnrichments.scala:283)
	at dotty.tools.pc.CompletionItemResolver$.resolve(CompletionItemResolver.scala:29)
	at dotty.tools.pc.ScalaPresentationCompiler.completionItemResolve$$anonfun$1(ScalaPresentationCompiler.scala:229)
	at scala.meta.internal.pc.CompilerAccess.withSharedCompiler(CompilerAccess.scala:157)
	at scala.meta.internal.pc.CompilerAccess.withNonInterruptableCompiler$$anonfun$1(CompilerAccess.scala:143)
	at scala.meta.internal.pc.CompilerAccess.onCompilerJobQueue$$anonfun$1(CompilerAccess.scala:246)
	at scala.meta.internal.pc.CompilerJobQueue$Job.run(CompilerJobQueue.scala:153)
	at java.base/java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1144)
	at java.base/java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:642)
	at java.base/java.lang.Thread.run(Thread.java:1583)

Jun 18, 2024 12:50:19 AM scala.meta.internal.mtags.SymbolIndexBucket addMtagsSourceFile
WARNING: Error indexing C:\Users\irushi weerasinghe\Desktop\Practical01\diskArea\diskArea.scala
java.nio.file.NoSuchFileException: C:\Users\irushi weerasinghe\Desktop\Practical01\diskArea\diskArea.scala
	at java.base/sun.nio.fs.WindowsException.translateToIOException(WindowsException.java:85)
	at java.base/sun.nio.fs.WindowsException.rethrowAsIOException(WindowsException.java:103)
	at java.base/sun.nio.fs.WindowsException.rethrowAsIOException(WindowsException.java:108)
	at java.base/sun.nio.fs.WindowsFileSystemProvider.newByteChannel(WindowsFileSystemProvider.java:234)
	at java.base/java.nio.file.Files.newByteChannel(Files.java:379)
	at java.base/java.nio.file.Files.newByteChannel(Files.java:431)
	at java.base/java.nio.file.Files.readAllBytes(Files.java:3268)
	at scala.meta.internal.io.PlatformFileIO$.slurp(PlatformFileIO.scala:45)
	at scala.meta.internal.io.FileIO$.slurp(FileIO.scala:24)
	at scala.meta.internal.mtags.ScalametaCommonEnrichments$XtensionAbsolutePath.toInput(ScalametaCommonEnrichments.scala:410)
	at scala.meta.internal.mtags.Mtags.index(Mtags.scala:96)
	at scala.meta.internal.mtags.Mtags.allSymbols(Mtags.scala:21)
	at scala.meta.internal.mtags.SymbolIndexBucket.allSymbols(SymbolIndexBucket.scala:279)
	at scala.meta.internal.mtags.SymbolIndexBucket.addMtagsSourceFile(SymbolIndexBucket.scala:290)
	at scala.meta.internal.mtags.SymbolIndexBucket.addMtagsSourceFile(SymbolIndexBucket.scala:301)
	at scala.meta.internal.mtags.SymbolIndexBucket.$anonfun$query0$1(SymbolIndexBucket.scala:205)
	at scala.meta.internal.mtags.SymbolIndexBucket.$anonfun$query0$1$adapted(SymbolIndexBucket.scala:205)
	at scala.collection.immutable.Set$Set2.foreach(Set.scala:210)
	at scala.meta.internal.mtags.SymbolIndexBucket.query0(SymbolIndexBucket.scala:205)
	at scala.meta.internal.mtags.SymbolIndexBucket.query(SymbolIndexBucket.scala:178)
	at scala.meta.internal.mtags.OnDemandSymbolIndex.$anonfun$findSymbolDefinition$1(OnDemandSymbolIndex.scala:159)
	at scala.collection.immutable.List.flatMap(List.scala:294)
	at scala.meta.internal.mtags.OnDemandSymbolIndex.findSymbolDefinition(OnDemandSymbolIndex.scala:159)
	at scala.meta.internal.mtags.OnDemandSymbolIndex.definition(OnDemandSymbolIndex.scala:48)
	at scala.meta.internal.metals.Docstrings.indexSymbol(Docstrings.scala:129)
	at scala.meta.internal.metals.Docstrings.documentation(Docstrings.scala:49)
	at scala.meta.internal.metals.MetalsSymbolSearch.documentation(MetalsSymbolSearch.scala:51)
	at scala.meta.internal.metals.MetalsSymbolSearch.documentation(MetalsSymbolSearch.scala:44)
	at dotty.tools.pc.utils.MtagsEnrichments$.symbolDocumentation(MtagsEnrichments.scala:283)
	at dotty.tools.pc.CompletionItemResolver$.resolve(CompletionItemResolver.scala:29)
	at dotty.tools.pc.ScalaPresentationCompiler.completionItemResolve$$anonfun$1(ScalaPresentationCompiler.scala:229)
	at scala.meta.internal.pc.CompilerAccess.withSharedCompiler(CompilerAccess.scala:157)
	at scala.meta.internal.pc.CompilerAccess.withNonInterruptableCompiler$$anonfun$1(CompilerAccess.scala:143)
	at scala.meta.internal.pc.CompilerAccess.onCompilerJobQueue$$anonfun$1(CompilerAccess.scala:246)
	at scala.meta.internal.pc.CompilerJobQueue$Job.run(CompilerJobQueue.scala:153)
	at java.base/java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1144)
	at java.base/java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:642)
	at java.base/java.lang.Thread.run(Thread.java:1583)

Jun 18, 2024 12:50:19 AM scala.meta.internal.mtags.SymbolIndexBucket addMtagsSourceFile
WARNING: Error indexing C:\Users\irushi weerasinghe\Desktop\Practical01\diskArea\diskArea.scala
java.nio.file.NoSuchFileException: C:\Users\irushi weerasinghe\Desktop\Practical01\diskArea\diskArea.scala
	at java.base/sun.nio.fs.WindowsException.translateToIOException(WindowsException.java:85)
	at java.base/sun.nio.fs.WindowsException.rethrowAsIOException(WindowsException.java:103)
	at java.base/sun.nio.fs.WindowsException.rethrowAsIOException(WindowsException.java:108)
	at java.base/sun.nio.fs.WindowsFileSystemProvider.newByteChannel(WindowsFileSystemProvider.java:234)
	at java.base/java.nio.file.Files.newByteChannel(Files.java:379)
	at java.base/java.nio.file.Files.newByteChannel(Files.java:431)
	at java.base/java.nio.file.Files.readAllBytes(Files.java:3268)
	at scala.meta.internal.io.PlatformFileIO$.slurp(PlatformFileIO.scala:45)
	at scala.meta.internal.io.FileIO$.slurp(FileIO.scala:24)
	at scala.meta.internal.mtags.ScalametaCommonEnrichments$XtensionAbsolutePath.toInput(ScalametaCommonEnrichments.scala:410)
	at scala.meta.internal.mtags.Mtags.index(Mtags.scala:96)
	at scala.meta.internal.mtags.Mtags.allSymbols(Mtags.scala:21)
	at scala.meta.internal.mtags.SymbolIndexBucket.allSymbols(SymbolIndexBucket.scala:279)
	at scala.meta.internal.mtags.SymbolIndexBucket.addMtagsSourceFile(SymbolIndexBucket.scala:290)
	at scala.meta.internal.mtags.SymbolIndexBucket.$anonfun$query0$1(SymbolIndexBucket.scala:205)
	at scala.meta.internal.mtags.SymbolIndexBucket.$anonfun$query0$1$adapted(SymbolIndexBucket.scala:205)
	at scala.collection.immutable.Set$Set2.foreach(Set.scala:210)
	at scala.meta.internal.mtags.SymbolIndexBucket.query0(SymbolIndexBucket.scala:205)
	at scala.meta.internal.mtags.SymbolIndexBucket.$anonfun$query0$8(SymbolIndexBucket.scala:228)
	at scala.collection.immutable.List.flatMap(List.scala:294)
	at scala.meta.internal.mtags.SymbolIndexBucket.query0(SymbolIndexBucket.scala:228)
	at scala.meta.internal.mtags.SymbolIndexBucket.query(SymbolIndexBucket.scala:178)
	at scala.meta.internal.mtags.OnDemandSymbolIndex.$anonfun$findSymbolDefinition$1(OnDemandSymbolIndex.scala:159)
	at scala.collection.immutable.List.flatMap(List.scala:294)
	at scala.meta.internal.mtags.OnDemandSymbolIndex.findSymbolDefinition(OnDemandSymbolIndex.scala:159)
	at scala.meta.internal.mtags.OnDemandSymbolIndex.definition(OnDemandSymbolIndex.scala:48)
	at scala.meta.internal.metals.Docstrings.indexSymbol(Docstrings.scala:129)
	at scala.meta.internal.metals.Docstrings.documentation(Docstrings.scala:49)
	at scala.meta.internal.metals.MetalsSymbolSearch.documentation(MetalsSymbolSearch.scala:51)
	at scala.meta.internal.metals.MetalsSymbolSearch.documentation(MetalsSymbolSearch.scala:44)
	at dotty.tools.pc.utils.MtagsEnrichments$.symbolDocumentation(MtagsEnrichments.scala:283)
	at dotty.tools.pc.CompletionItemResolver$.resolve(CompletionItemResolver.scala:29)
	at dotty.tools.pc.ScalaPresentationCompiler.completionItemResolve$$anonfun$1(ScalaPresentationCompiler.scala:229)
	at scala.meta.internal.pc.CompilerAccess.withSharedCompiler(CompilerAccess.scala:157)
	at scala.meta.internal.pc.CompilerAccess.withNonInterruptableCompiler$$anonfun$1(CompilerAccess.scala:143)
	at scala.meta.internal.pc.CompilerAccess.onCompilerJobQueue$$anonfun$1(CompilerAccess.scala:246)
	at scala.meta.internal.pc.CompilerJobQueue$Job.run(CompilerJobQueue.scala:153)
	at java.base/java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1144)
	at java.base/java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:642)
	at java.base/java.lang.Thread.run(Thread.java:1583)

Jun 18, 2024 12:50:19 AM scala.meta.internal.mtags.SymbolIndexBucket addMtagsSourceFile
WARNING: Error indexing C:\Users\irushi weerasinghe\Desktop\Practical01\diskArea\diskArea.scala
java.nio.file.NoSuchFileException: C:\Users\irushi weerasinghe\Desktop\Practical01\diskArea\diskArea.scala
	at java.base/sun.nio.fs.WindowsException.translateToIOException(WindowsException.java:85)
	at java.base/sun.nio.fs.WindowsException.rethrowAsIOException(WindowsException.java:103)
	at java.base/sun.nio.fs.WindowsException.rethrowAsIOException(WindowsException.java:108)
	at java.base/sun.nio.fs.WindowsFileSystemProvider.newByteChannel(WindowsFileSystemProvider.java:234)
	at java.base/java.nio.file.Files.newByteChannel(Files.java:379)
	at java.base/java.nio.file.Files.newByteChannel(Files.java:431)
	at java.base/java.nio.file.Files.readAllBytes(Files.java:3268)
	at scala.meta.internal.io.PlatformFileIO$.slurp(PlatformFileIO.scala:45)
	at scala.meta.internal.io.FileIO$.slurp(FileIO.scala:24)
	at scala.meta.internal.mtags.ScalametaCommonEnrichments$XtensionAbsolutePath.toInput(ScalametaCommonEnrichments.scala:410)
	at scala.meta.internal.mtags.Mtags.index(Mtags.scala:96)
	at scala.meta.internal.mtags.Mtags.allSymbols(Mtags.scala:21)
	at scala.meta.internal.mtags.SymbolIndexBucket.allSymbols(SymbolIndexBucket.scala:279)
	at scala.meta.internal.mtags.SymbolIndexBucket.addMtagsSourceFile(SymbolIndexBucket.scala:290)
	at scala.meta.internal.mtags.SymbolIndexBucket.addMtagsSourceFile(SymbolIndexBucket.scala:301)
	at scala.meta.internal.mtags.SymbolIndexBucket.$anonfun$query0$1(SymbolIndexBucket.scala:205)
	at scala.meta.internal.mtags.SymbolIndexBucket.$anonfun$query0$1$adapted(SymbolIndexBucket.scala:205)
	at scala.collection.immutable.Set$Set2.foreach(Set.scala:210)
	at scala.meta.internal.mtags.SymbolIndexBucket.query0(SymbolIndexBucket.scala:205)
	at scala.meta.internal.mtags.SymbolIndexBucket.$anonfun$query0$8(SymbolIndexBucket.scala:228)
	at scala.collection.immutable.List.flatMap(List.scala:294)
	at scala.meta.internal.mtags.SymbolIndexBucket.query0(SymbolIndexBucket.scala:228)
	at scala.meta.internal.mtags.SymbolIndexBucket.query(SymbolIndexBucket.scala:178)
	at scala.meta.internal.mtags.OnDemandSymbolIndex.$anonfun$findSymbolDefinition$1(OnDemandSymbolIndex.scala:159)
	at scala.collection.immutable.List.flatMap(List.scala:294)
	at scala.meta.internal.mtags.OnDemandSymbolIndex.findSymbolDefinition(OnDemandSymbolIndex.scala:159)
	at scala.meta.internal.mtags.OnDemandSymbolIndex.definition(OnDemandSymbolIndex.scala:48)
	at scala.meta.internal.metals.Docstrings.indexSymbol(Docstrings.scala:129)
	at scala.meta.internal.metals.Docstrings.documentation(Docstrings.scala:49)
	at scala.meta.internal.metals.MetalsSymbolSearch.documentation(MetalsSymbolSearch.scala:51)
	at scala.meta.internal.metals.MetalsSymbolSearch.documentation(MetalsSymbolSearch.scala:44)
	at dotty.tools.pc.utils.MtagsEnrichments$.symbolDocumentation(MtagsEnrichments.scala:283)
	at dotty.tools.pc.CompletionItemResolver$.resolve(CompletionItemResolver.scala:29)
	at dotty.tools.pc.ScalaPresentationCompiler.completionItemResolve$$anonfun$1(ScalaPresentationCompiler.scala:229)
	at scala.meta.internal.pc.CompilerAccess.withSharedCompiler(CompilerAccess.scala:157)
	at scala.meta.internal.pc.CompilerAccess.withNonInterruptableCompiler$$anonfun$1(CompilerAccess.scala:143)
	at scala.meta.internal.pc.CompilerAccess.onCompilerJobQueue$$anonfun$1(CompilerAccess.scala:246)
	at scala.meta.internal.pc.CompilerJobQueue$Job.run(CompilerJobQueue.scala:153)
	at java.base/java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1144)
	at java.base/java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:642)
	at java.base/java.lang.Thread.run(Thread.java:1583)

2024.06.18 00:50:22 INFO  compiling diskarea_f4dd477a3a (1 scala source)
2024.06.18 00:50:22 INFO  time: compiled diskArea_f4dd477a3a in 0.35s
2024.06.18 00:50:32 INFO  compiling diskarea_f4dd477a3a (1 scala source)
2024.06.18 00:50:32 INFO  time: compiled diskArea_f4dd477a3a in 0.25s
Jun 18, 2024 12:51:02 AM org.eclipse.lsp4j.jsonrpc.RemoteEndpoint handleCancellation
WARNING: Unmatched cancel notification for request id 775
2024.06.18 00:51:10 INFO  Report absolute-path: ### java.lang.IllegalArgumentException: Illegal character in opaque part at index 27: jar:file:///C:/Users/irushi weerasinghe/AppData/Local/Coursier/cache/v1/https/repo1.maven.org/maven2/org/scala-lang/scala-library/2.13.12/scala-library-2.13.12-sources.jar!/scala/App.scala

Uri: jar:file:///C:/Users/irushi weerasinghe/AppData/Local/Coursier/cache/v1/https/repo1.maven.org/maven2/org/scala-lang/scala-library/2.13.12/scala-library-2.13.12-sources.jar!/scala/App.scala


#### Error stacktrace:

```
java.base/java.net.URI.create(URI.java:932)
	scala.meta.internal.mtags.MtagsEnrichments$XtensionStringMtags.toAbsolutePath(MtagsEnrichments.scala:177)
	scala.meta.internal.metals.MetalsEnrichments$XtensionString.toAbsolutePath(MetalsEnrichments.scala:741)
	scala.meta.internal.metals.MetalsEnrichments$XtensionString.toAbsolutePath(MetalsEnrichments.scala:738)
	scala.meta.internal.metals.MetalsEnrichments$XtensionString.toAbsolutePathSafe(MetalsEnrichments.scala:724)
	scala.meta.internal.metals.WorkspaceLspService.getServiceFor(WorkspaceLspService.scala:296)
	scala.meta.internal.metals.WorkspaceLspService.executeCommand(WorkspaceLspService.scala:749)
	scala.meta.metals.lsp.DelegatingScalaService.executeCommand(DelegatingScalaService.scala:169)
